responsetype,response,name,title,company,bank,doctype,filename
question,Okay. And what's the yield pickup if there was some flexibility on the liquidity rules that you would get on the securities book overall?,Matthew Derek O'Connor,Analyst,"Deutsche Bank Securities, Inc.",regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
answer,"Yeah I don't think that's – I don't think, Matt, that's fairly meaningful right now. It's not that that much. I do think we have more ability to continue to pick up yield if you will on just the front book rolling off and the back book coming on in terms of investments given the rate environment right now. So we have about $3 billion that will roll out that will help us pick up about 70 – roughly 70 basis points of yield.","David J. Turner, Jr.",Senior Executive Vice President & Chief Financial Officer,Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
question,Okay.,Matthew Derek O'Connor,Analyst,"Deutsche Bank Securities, Inc.",regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
answer,That's why [indiscernible] (58:41),"David J. Turner, Jr.",Senior Executive Vice President & Chief Financial Officer,Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
question,All right. Thank you.,Matthew Derek O'Connor,Analyst,"Deutsche Bank Securities, Inc.",regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
answer,Yeah.,"David J. Turner, Jr.",Senior Executive Vice President & Chief Financial Officer,Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
answer,"Good morning, Gerard.","O. B. Grayson Hall, Jr.","Chairman, President & Chief Executive Officer",Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
question,"Good morning, Grayson. How are you?",Gerard Cassidy,Analyst,RBC Capital Markets LLC,regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
answer,Doing great.,"O. B. Grayson Hall, Jr.","Chairman, President & Chief Executive Officer",Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
question,"Good. A couple of questions for you. You obviously have very strong credit quality like many of your peers and it was interesting to see that the criticized loans have steadily declined now for over 12 months quite materially. And can you share with us was that energy related where you had to put some on two years ago now they have finally come off or did – and then the second part of that too is did the change in the tax laws in any of your non- performing loans or criticized loans, did the companies get a benefit because of lower taxes and therefore they may have come off the criticized list?",Gerard Cassidy,Analyst,RBC Capital Markets LLC,regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
answer,"Yeah, I think I'll ask John Turner to speak in a little more detail but clearly, we had a material exposure to the energy sector and it's taking some time to work through that exposure as well as we had some weather-related exposure because of some hurricanes that came through Texas and through Florida. And so as time has elapsed and the economy has stayed fairly steady, and quite frankly as liquidity has been so available that you've seen an awful lot of the composition of our loan portfolio shift and change and, as you point out, has improved dramatically. But I'll ask John to speak with a little more color in that regard. John Turner President & Head of Corporate Banking Group, Regions Financial Corp. A So, I would say, clearly, we've benefited from some improvement in the energy sector, but I would suggest the improvement is really the results of the focus that we've had on de-risking certain asset classes, certain portfolios over the last two plus years and improving the overall quality of our portfolio. And as we've done that, what we've seen is a significant shift in the quality and at the same time we've had the opportunity to either see companies exit the bank or over time repair because of the work that we've been doing with them. And that's really I think what's had the greatest impact on asset quality as our focus across the bank on de-risking and managing the overall credit quality of our portfolio origination credit quality is much better over the last couple of years as well. And so I think that's what you're saying. With respect to the question about taxes, it's too early I think to have seen any benefit – for our companies that have seen any benefit that would impact credit quality. We certainly would expect that some will experience improved cash flows and that will help us likewise in the energy business. We still have some portion of that portfolio that's adversely rated as prices continue to firm up we see cash flows improve there as well. I think you can expect some additional improvement resulting from the energy portfolio improving over time.","O. B. Grayson Hall, Jr.","Chairman, President & Chief Executive Officer",Regions Financial Corp.,regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
question,"Thank you. And then as a follow-up changing attack here, you guys gave us some good color on the investments you're making in technology particularly on the consumer side of the business. And there's been a lot of talk about all of the biggest banks spending billions of dollars on technology and how are the regional banks going to compete. The question is, do you look at your technology and the innovations you're making as a competitive advantage or is it really just the ticket to get into the ballpark and to play on the field, you've got to execute? And if you don't have the technology, you're not even going to get into the ballpark rather than that again being your competitive advantage. How do you guys look at it?",Gerard Cassidy,Analyst,RBC Capital Markets LLC,regions,qr,../data/quarterly/earningsTran\regions_1Q18.pdf
